delivery_id,order_id,driver_id,delivery_distance_km,preparation_time_minutes,traffic_condition,weather,delivery_time_minutes,tip_amount
DL00399,O00399,D0281,10.58,36,Low,Cloudy,78.4,174.71
DL00400,O00400,D0483,6.92,30,Medium,Cloudy,78.1,75.36
DL00401,O00401,D0391,10.06,43,Medium,Cloudy,99.5,47.97
DL00402,O00402,D0387,9.65,37,Medium,Cloudy,86.4,20.21
DL00403,O00403,D0486,12.38,42,Medium,Clear,98.5,145.56
DL00404,O00404,D0057,6.81,44,Low,Rainy,87.9,58.61
DL00405,O00405,D0460,13.22,14,Medium,Cloudy,75.2,80.99
DL00406,O00406,D0310,1.37,40,High,Cloudy,77.9,57.74
DL00407,O00407,D0016,13.61,42,Medium,Clear,106.9,50.01
DL00408,O00408,D0404,14.32,34,Medium,Cloudy,92.4,47.99
DL00409,O00409,D0133,6.77,31,Low,Cloudy,68.8,71.23
DL00410,O00410,D0317,14.29,17,High,Cloudy,93.9,55.16
DL00411,O00411,D0415,13.1,18,High,Clear,91.9,136.01
DL00412,O00412,D0280,1.8,20,Low,Cloudy,33.8,243.25
DL00413,O00413,D0235,10.12,40,Low,Clear,69.3,72.36
DL00414,O00414,D0128,13.85,38,Low,Rainy,108.0,59.39
DL00415,O00415,D0063,3.89,32,Low,Clear,52.4,104.36
DL00416,O00416,D0173,13.89,29,Medium,Clear,87.0,46.43
DL00417,O00417,D0428,3.9,32,Medium,Clear,61.1,12.19
DL00418,O00418,D0344,9.84,18,High,Clear,76.7,161.19
DL00419,O00419,D0125,6.33,27,Medium,Clear,61.8,66.43
DL00420,O00420,D0080,8.67,39,High,Rainy,115.7,51.82
DL00421,O00421,D0111,4.94,35,Low,Clear,56.3,89.41
DL00422,O00422,D0167,6.7,25,Medium,Cloudy,71.8,86.11
DL00423,O00423,D0284,8.05,29,Medium,Clear,80.6,271.99
DL00424,O00424,D0380,8.03,25,High,Clear,79.5,56.12
DL00425,O00425,D0123,14.92,33,Medium,Cloudy,102.1,137.11
DL00426,O00426,D0261,12.97,25,Low,Clear,77.9,62.92
DL00427,O00427,D0205,3.06,41,High,Clear,75.4,9.2
DL00428,O00428,D0015,14.45,26,High,Clear,100.2,109.76
DL00429,O00429,D0105,8.95,33,Medium,Cloudy,89.1,98.88
DL00430,O00430,D0049,9.54,34,High,Clear,102.5,31.21
DL00431,O00431,D0260,4.87,24,High,Rainy,97.2,39.75
DL00432,O00432,D0014,5.24,30,High,Clear,68.6,54.99
DL00433,O00433,D0219,2.93,25,Medium,Rainy,64.0,222.12
DL00434,O00434,D0394,12.61,28,Medium,Clear,89.0,51.74
DL00435,O00435,D0087,7.77,29,Low,Clear,61.4,4.45
DL00436,O00436,D0381,2.37,14,Low,Clear,27.5,48.18
DL00437,O00437,D0357,7.22,24,High,Clear,72.8,127.03
DL00438,O00438,D0220,5.77,19,High,Rainy,88.4,61.05
DL00439,O00439,D0300,10.66,20,Low,Cloudy,71.5,108.3
DL00440,O00440,D0333,3.61,43,Medium,Clear,77.5,32.09
DL00441,O00441,D0164,14.09,17,Medium,Cloudy,83.7,16.46
DL00442,O00442,D0384,11.94,33,Medium,Cloudy,91.2,185.77
DL00443,O00443,D0443,6.48,43,Medium,Clear,85.1,133.17
DL00444,O00444,D0160,3.63,30,Medium,Cloudy,66.6,149.4
DL00445,O00445,D0365,11.75,11,Low,Clear,50.2,221.65
DL00446,O00446,D0485,2.66,28,High,Cloudy,73.2,11.4
DL00447,O00447,D0065,2.22,23,Low,Clear,45.0,41.21
DL00448,O00448,D0192,10.52,21,Medium,Cloudy,68.5,63.69
DL00449,O00449,D0004,3.8,29,Medium,Cloudy,67.1,15.9
DL00450,O00450,D0126,10.0,29,Medium,Clear,85.4,187.69
DL00451,O00451,D0257,5.97,40,Medium,Rainy,94.2,164.37
DL00452,O00452,D0124,2.34,38,Low,Rainy,72.8,94.63
DL00453,O00453,D0210,9.74,20,High,Clear,72.2,38.74
DL00454,O00454,D0077,10.05,20,Medium,Clear,71.4,54.99
DL00455,O00455,D0217,8.56,27,Medium,Clear,69.2,140.76
DL00456,O00456,D0021,5.88,19,Medium,Clear,61.6,37.84
DL00457,O00457,D0335,13.79,27,Medium,Clear,84.9,159.27
DL00458,O00458,D0169,10.52,18,Low,Clear,58.0,48.97
DL00459,O00459,D0297,8.76,15,Medium,Cloudy,66.0,49.44
DL00460,O00460,D0010,7.73,21,Medium,Clear,61.0,19.06
DL00461,O00461,D0117,12.8,10,Medium,Clear,66.7,179.73
DL00462,O00462,D0483,14.46,19,Low,Rainy,83.3,126.49
DL00463,O00463,D0388,8.8,11,Low,Clear,45.0,102.99
DL00464,O00464,D0197,1.69,17,High,Clear,56.8,128.96
DL00465,O00465,D0172,7.88,34,Medium,Clear,82.8,61.68
DL00466,O00466,D0187,10.04,39,Medium,Clear,90.9,178.17
DL00467,O00467,D0166,12.45,36,Low,Cloudy,96.6,11.44
DL00468,O00468,D0230,5.35,22,Medium,Clear,60.2,154.66
DL00469,O00469,D0280,10.47,41,Low,Cloudy,89.3,32.52
DL00470,O00470,D0152,1.65,15,Medium,Cloudy,47.4,53.18
DL00471,O00471,D0232,5.92,29,Low,Cloudy,57.8,251.0
DL00472,O00472,D0275,5.19,23,Medium,Clear,54.4,17.07
DL00473,O00473,D0340,2.2,32,Low,Clear,46.2,118.1
DL00474,O00474,D0116,10.83,22,Medium,Clear,72.0,213.81
DL00475,O00475,D0476,6.16,33,Medium,Clear,72.8,31.76
DL00476,O00476,D0427,4.05,19,Low,Clear,47.9,223.45
DL00477,O00477,D0075,3.06,19,Medium,Clear,46.2,36.74
DL00478,O00478,D0379,13.65,17,Low,Clear,64.2,79.7
DL00479,O00479,D0087,2.94,27,High,Clear,60.3,57.83
DL00480,O00480,D0079,13.12,21,High,Cloudy,97.3,135.37
DL00481,O00481,D0085,8.28,30,High,Cloudy,89.7,31.32
DL00482,O00482,D0100,1.44,35,High,Clear,78.7,45.74
DL00483,O00483,D0127,14.42,20,High,Clear,90.4,54.6
DL00484,O00484,D0397,8.74,20,High,Clear,82.9,141.84
DL00485,O00485,D0032,5.45,39,Low,Rainy,69.8,13.04
DL00486,O00486,D0266,4.76,10,Low,Clear,26.4,234.64
DL00487,O00487,D0315,5.44,24,High,Clear,75.4,8.0
DL00488,O00488,D0302,4.01,37,Medium,Rainy,84.0,119.36
DL00489,O00489,D0101,4.44,14,High,Clear,56.1,145.91
DL00490,O00490,D0379,6.31,17,High,Rainy,78.5,145.81
DL00491,O00491,D0288,8.29,31,High,Clear,90.0,52.87
DL00492,O00492,D0433,11.16,39,Medium,Clear,96.9,75.49
DL00493,O00493,D0084,5.24,13,Low,Clear,47.8,75.47
DL00494,O00494,D0295,2.89,11,Medium,Rainy,57.3,46.12
DL00495,O00495,D0495,1.29,30,Medium,Clear,58.4,14.13
DL00496,O00496,D0179,6.21,42,High,Clear,84.0,31.74
DL00497,O00497,D0144,12.07,23,High,Rainy,98.7,13.78
DL00498,O00498,D0295,5.6,25,High,Cloudy,79.2,7.72
DL00499,O00499,D0316,4.04,37,Medium,Clear,73.4,10.46
DL00500,O00500,D0389,13.76,18,Medium,Clear,86.1,147.27
DL00501,O00501,D0337,10.27,43,High,Clear,96.4,61.34
DL00502,O00502,D0228,14.66,20,Medium,Rainy,96.7,62.16
DL00503,O00503,D0192,8.85,28,High,Cloudy,87.6,26.29
DL00504,O00504,D0176,8.57,38,Low,Clear,69.9,69.78
DL00505,O00505,D0026,14.61,18,Medium,Clear,73.0,56.28
DL00506,O00506,D0051,9.55,16,High,Rainy,92.2,28.59
DL00507,O00507,D0324,8.21,40,Low,Clear,65.5,88.86
DL00508,O00508,D0102,4.34,12,Medium,Cloudy,53.0,169.93
DL00509,O00509,D0110,6.36,17,Low,Clear,50.1,79.29
DL00510,O00510,D0154,8.87,18,Medium,Rainy,83.9,108.79
DL00511,O00511,D0020,8.9,24,Medium,Clear,72.7,73.88
DL00512,O00512,D0205,7.38,17,Medium,Rainy,76.1,164.3
DL00513,O00513,D0494,10.65,26,Medium,Clear,70.4,50.39
DL00514,O00514,D0071,3.2,41,Medium,Clear,65.8,82.9
DL00515,O00515,D0152,13.14,32,Medium,Cloudy,94.9,270.99
DL00516,O00516,D0067,11.32,10,Medium,Clear,56.6,32.38
DL00517,O00517,D0195,12.54,16,Medium,Cloudy,72.2,83.83
DL00518,O00518,D0306,1.5,23,Medium,Clear,44.6,31.23
DL00519,O00519,D0374,11.95,19,Medium,Cloudy,79.9,70.3
DL00520,O00520,D0016,11.36,30,High,Cloudy,102.7,230.15
DL00521,O00521,D0223,1.28,43,High,Rainy,83.6,185.24
DL00522,O00522,D0161,7.31,44,Medium,Rainy,102.7,60.4
DL00523,O00523,D0206,5.27,42,Medium,Clear,73.8,87.48
DL00524,O00524,D0178,4.58,21,Medium,Clear,55.5,170.43
DL00525,O00525,D0372,3.2,22,Low,Cloudy,51.9,207.5
DL00526,O00526,D0496,4.55,40,High,Cloudy,86.6,126.53
DL00527,O00527,D0089,11.67,24,Medium,Clear,81.3,26.42
DL00528,O00528,D0375,13.71,44,Medium,Clear,109.5,56.48
DL00529,O00529,D0115,5.92,18,Low,Clear,47.0,74.37
DL00530,O00530,D0386,5.0,15,High,Clear,62.0,82.03
DL00531,O00531,D0059,5.1,12,Low,Clear,27.3,15.54
DL00532,O00532,D0297,8.48,23,High,Cloudy,84.2,24.95
DL00533,O00533,D0461,1.64,23,Low,Clear,30.4,61.38
DL00534,O00534,D0191,9.04,32,Medium,Clear,83.1,247.11
DL00535,O00535,D0466,13.88,10,Medium,Cloudy,76.4,27.8
DL00536,O00536,D0318,7.89,42,Medium,Clear,79.9,162.79
DL00537,O00537,D0084,6.58,33,Medium,Clear,75.1,116.65
DL00538,O00538,D0130,1.56,35,Low,Clear,54.0,66.01
DL00539,O00539,D0263,8.67,19,Low,Cloudy,57.1,42.58
DL00540,O00540,D0126,2.91,27,Medium,Clear,58.3,40.68
DL00541,O00541,D0374,7.46,19,Medium,Clear,49.8,109.76
DL00542,O00542,D0205,5.33,15,Medium,Cloudy,56.9,24.36
DL00543,O00543,D0136,4.65,44,Low,Cloudy,76.1,192.19
DL00544,O00544,D0259,14.41,14,High,Clear,87.9,21.2
DL00545,O00545,D0398,12.03,18,High,Clear,90.0,27.44
DL00546,O00546,D0343,2.67,12,High,Clear,43.1,113.41
DL00547,O00547,D0328,5.43,17,Low,Clear,46.4,42.06
DL00548,O00548,D0033,10.85,19,High,Rainy,99.6,144.96
DL00549,O00549,D0248,12.53,34,High,Clear,97.4,26.67
DL00550,O00550,D0155,8.37,12,Medium,Cloudy,70.7,51.43
DL00551,O00551,D0267,13.6,36,Low,Clear,96.4,119.1
DL00552,O00552,D0353,6.06,32,Medium,Clear,76.3,51.26
DL00553,O00553,D0267,2.07,40,Medium,Rainy,75.7,183.89
DL00554,O00554,D0486,14.18,43,Medium,Rainy,124.3,143.61
DL00555,O00555,D0363,6.79,13,Low,Cloudy,48.9,64.86
DL00556,O00556,D0274,1.32,21,Medium,Clear,45.0,23.53
DL00557,O00557,D0092,11.07,28,Medium,Cloudy,87.2,181.23
DL00558,O00558,D0489,4.52,26,Medium,Clear,56.9,187.77
DL00559,O00559,D0346,2.27,35,Medium,Rainy,74.0,142.6
DL00560,O00560,D0350,12.82,32,Medium,Clear,93.9,201.27
DL00561,O00561,D0365,4.4,34,Medium,Rainy,77.9,133.68
DL00562,O00562,D0074,8.61,15,Medium,Cloudy,70.3,194.4
DL00563,O00563,D0170,9.57,29,Medium,Clear,79.3,52.3
DL00564,O00564,D0259,14.23,14,Medium,Clear,65.5,37.66
DL00565,O00565,D0288,6.55,38,Medium,Cloudy,82.2,100.4
DL00566,O00566,D0036,8.02,44,Medium,Rainy,103.7,59.25
DL00567,O00567,D0394,5.22,44,Medium,Clear,80.8,14.7
DL00568,O00568,D0213,7.53,21,Medium,Clear,58.4,28.12
DL00569,O00569,D0371,1.1,35,High,Clear,63.1,146.33
DL00570,O00570,D0055,13.02,32,Medium,Clear,99.2,7.28
DL00571,O00571,D0498,1.92,13,Medium,Cloudy,39.4,90.69
DL00572,O00572,D0455,4.45,17,Low,Rainy,51.7,76.13
DL00573,O00573,D0117,11.07,36,Medium,Clear,91.2,27.55
DL00574,O00574,D0025,9.98,37,Low,Cloudy,72.3,217.71
DL00575,O00575,D0446,11.52,17,Medium,Clear,69.1,80.07
DL00576,O00576,D0418,8.07,23,Medium,Cloudy,74.5,71.69
DL00577,O00577,D0153,14.0,15,Medium,Clear,75.0,104.98
DL00578,O00578,D0457,14.23,31,High,Rainy,109.5,39.16
DL00579,O00579,D0008,11.61,34,Low,Clear,81.3,93.35
DL00580,O00580,D0053,5.5,17,Low,Clear,40.3,11.07
DL00581,O00581,D0483,1.58,40,Low,Rainy,69.4,6.2
DL00582,O00582,D0236,8.69,13,High,Rainy,81.9,98.07
DL00583,O00583,D0476,1.13,27,Low,Clear,35.2,23.98
DL00584,O00584,D0010,12.33,44,High,Clear,111.6,106.33
DL00585,O00585,D0078,9.23,26,High,Rainy,95.6,68.25
DL00586,O00586,D0349,9.66,43,High,Cloudy,108.4,93.8
DL00587,O00587,D0129,1.85,29,High,Rainy,84.2,68.27
DL00588,O00588,D0186,9.2,39,Low,Cloudy,82.3,53.22
DL00589,O00589,D0403,3.52,19,Medium,Clear,50.8,80.46
DL00590,O00590,D0462,6.64,41,Medium,Clear,74.9,11.05
DL00591,O00591,D0276,5.47,27,Medium,Clear,60.9,139.78
DL00592,O00592,D0486,4.45,42,Medium,Rainy,93.2,120.6
DL00593,O00593,D0304,7.26,24,Medium,Cloudy,74.9,184.97
DL00594,O00594,D0484,11.67,44,High,Clear,104.2,175.56
DL00595,O00595,D0233,4.27,33,Medium,Cloudy,69.5,76.62
DL00596,O00596,D0072,8.15,40,Medium,Cloudy,78.9,126.4
DL00597,O00597,D0254,5.99,41,Medium,Cloudy,90.8,21.98
DL00598,O00598,D0314,10.16,42,Medium,Cloudy,95.4,6.82
DL00599,O00599,D0294,8.94,20,Medium,Clear,58.3,239.76
DL00600,O00600,D0170,10.1,41,Low,Clear,81.4,37.37
DL00601,O00601,D0252,14.75,12,High,Cloudy,90.8,42.93
DL00602,O00602,D0344,8.1,17,Low,Clear,60.5,42.37
DL00603,O00603,D0007,2.44,42,Low,Clear,66.8,57.67
DL00604,O00604,D0491,1.63,28,Low,Clear,46.1,116.92
DL00605,O00605,D0453,1.71,44,High,Rainy,95.5,58.95
DL00606,O00606,D0206,5.93,17,Low,Clear,41.9,51.79
DL00607,O00607,D0457,11.14,35,Low,Clear,82.1,43.21
DL00608,O00608,D0020,12.76,28,Low,Clear,75.7,117.53
DL00609,O00609,D0436,9.32,18,Low,Clear,57.7,56.58
DL00610,O00610,D0026,7.72,44,Medium,Cloudy,94.7,99.82
DL00611,O00611,D0089,12.85,16,High,Cloudy,92.3,217.95
DL00612,O00612,D0500,1.79,13,Medium,Rainy,55.1,36.05
DL00613,O00613,D0340,5.53,15,Low,Clear,39.6,96.58
DL00614,O00614,D0056,1.8,43,High,Cloudy,87.6,178.99
DL00615,O00615,D0198,14.04,25,Medium,Cloudy,95.9,254.81
DL00616,O00616,D0255,2.25,19,Low,Clear,37.8,47.77
DL00617,O00617,D0455,14.43,23,High,Clear,98.6,36.82
DL00618,O00618,D0228,11.23,16,Low,Cloudy,70.6,13.43
DL00619,O00619,D0062,7.92,11,Low,Cloudy,45.5,13.81
DL00620,O00620,D0241,5.38,40,Medium,Clear,76.2,55.89
DL00621,O00621,D0384,8.52,38,Low,Clear,78.3,78.89
DL00622,O00622,D0446,10.0,26,Low,Clear,57.9,91.6
DL00623,O00623,D0292,7.74,25,Medium,Cloudy,80.9,191.21
DL00624,O00624,D0276,13.84,16,Medium,Cloudy,84.9,16.23
DL00625,O00625,D0494,2.95,24,High,Clear,63.7,257.59
DL00626,O00626,D0402,2.8,37,Medium,Clear,70.5,53.61
DL00627,O00627,D0456,11.91,15,Low,Cloudy,60.8,82.68
DL00628,O00628,D0027,8.85,15,Low,Clear,61.0,216.48
DL00629,O00629,D0389,6.69,36,Medium,Clear,75.2,78.26
DL00630,O00630,D0351,12.49,43,Medium,Clear,98.3,199.06
DL00631,O00631,D0430,14.15,23,Medium,Cloudy,87.7,106.64
DL00632,O00632,D0297,8.35,26,High,Clear,96.7,124.63
DL00633,O00633,D0085,8.96,19,High,Cloudy,90.9,140.38
DL00634,O00634,D0052,1.77,11,Medium,Clear,41.4,75.87
DL00635,O00635,D0387,7.98,23,Medium,Rainy,83.0,14.04
DL00636,O00636,D0314,1.28,30,High,Clear,56.2,179.95
DL00637,O00637,D0346,6.68,44,High,Rainy,113.6,42.52
DL00638,O00638,D0465,14.53,37,Low,Clear,81.6,130.36
DL00639,O00639,D0251,11.68,29,Medium,Clear,78.6,29.94
DL00640,O00640,D0478,11.28,16,Medium,Clear,72.1,62.29
DL00641,O00641,D0215,11.99,31,High,Rainy,111.4,43.83
DL00642,O00642,D0409,12.9,37,Low,Rainy,102.4,105.04
DL00643,O00643,D0498,1.6,29,High,Clear,59.7,24.14
DL00644,O00644,D0196,13.31,41,Medium,Cloudy,109.8,45.19
DL00645,O00645,D0120,11.84,28,Low,Cloudy,74.7,21.94
DL00646,O00646,D0425,10.57,37,High,Clear,89.4,10.76
DL00647,O00647,D0203,6.68,34,Low,Clear,71.8,77.55
DL00648,O00648,D0446,5.21,31,Medium,Clear,59.2,38.85
DL00649,O00649,D0297,3.69,11,High,Cloudy,59.7,69.26
DL00650,O00650,D0230,5.78,30,High,Clear,78.8,13.86
DL00651,O00651,D0466,13.3,15,Low,Clear,62.6,48.84
DL00652,O00652,D0289,1.79,42,High,Clear,71.9,69.62
DL00653,O00653,D0228,11.17,12,Low,Rainy,74.7,175.22
DL00654,O00654,D0038,2.19,33,Medium,Clear,64.9,4.08
DL00655,O00655,D0146,2.64,21,Low,Clear,40.4,19.0
DL00656,O00656,D0438,3.8,14,Low,Cloudy,43.3,30.55
DL00657,O00657,D0049,10.43,31,High,Cloudy,99.0,97.06
DL00658,O00658,D0317,12.92,29,High,Cloudy,99.7,48.07
DL00659,O00659,D0016,2.98,42,Medium,Cloudy,76.2,51.72
DL00660,O00660,D0214,4.27,13,High,Clear,53.5,16.88
DL00661,O00661,D0085,9.89,35,Medium,Clear,89.6,35.65
DL00662,O00662,D0242,7.39,25,High,Cloudy,84.7,35.02
DL00663,O00663,D0300,9.87,29,Low,Rainy,92.0,182.51
DL00664,O00664,D0031,3.22,28,Medium,Clear,63.9,76.6
DL00665,O00665,D0095,7.43,40,Medium,Clear,81.2,266.47
DL00666,O00666,D0155,5.77,12,High,Clear,57.7,71.7
DL00667,O00667,D0500,7.11,24,Medium,Rainy,69.6,122.46
DL00668,O00668,D0169,5.15,20,High,Clear,60.1,87.9
DL00669,O00669,D0114,3.01,25,Medium,Cloudy,62.3,107.02
DL00670,O00670,D0485,10.33,10,Medium,Clear,59.3,84.24
DL00671,O00671,D0259,10.37,41,Medium,Clear,86.9,114.93
DL00672,O00672,D0095,4.7,17,Medium,Rainy,65.2,136.31
DL00673,O00673,D0162,9.08,28,Medium,Cloudy,75.4,47.72
DL00674,O00674,D0474,14.46,35,Medium,Cloudy,103.3,165.31
DL00675,O00675,D0216,8.52,30,Medium,Clear,68.1,47.18
DL00676,O00676,D0138,5.4,31,Medium,Clear,63.2,202.96
DL00677,O00677,D0057,5.32,20,High,Clear,71.6,117.6
DL00678,O00678,D0413,12.64,16,Low,Cloudy,74.3,49.65
DL00679,O00679,D0166,7.84,15,Medium,Cloudy,65.8,120.37
DL00680,O00680,D0205,4.69,34,Medium,Clear,67.4,30.44
DL00681,O00681,D0101,9.83,41,High,Clear,92.2,9.82
DL00682,O00682,D0487,13.11,42,Medium,Cloudy,99.4,69.59
DL00683,O00683,D0371,11.18,40,High,Rainy,121.7,28.66
DL00684,O00684,D0262,2.21,25,High,Clear,64.4,38.78
DL00685,O00685,D0142,5.78,26,Low,Clear,58.3,57.88
DL00686,O00686,D0222,12.38,35,Medium,Cloudy,91.5,66.44
DL00687,O00687,D0231,6.86,32,High,Clear,81.0,59.71
DL00688,O00688,D0241,14.98,20,High,Rainy,110.4,53.81
DL00689,O00689,D0388,5.79,39,Low,Rainy,78.7,171.69
DL00690,O00690,D0429,13.7,34,Medium,Cloudy,104.7,17.76
DL00691,O00691,D0476,7.43,43,Low,Clear,71.5,103.11
DL00692,O00692,D0295,14.1,30,High,Rainy,119.2,74.84
DL00693,O00693,D0202,6.9,11,Low,Cloudy,50.4,164.7
DL00694,O00694,D0054,7.56,12,Low,Cloudy,49.8,108.4
DL00695,O00695,D0154,8.57,14,Medium,Rainy,72.2,146.51
DL00696,O00696,D0226,1.56,11,Low,Cloudy,30.2,63.93
DL00697,O00697,D0285,2.18,40,High,Clear,82.5,69.33
DL00698,O00698,D0062,12.96,32,Low,Clear,82.6,73.16
DL00699,O00699,D0392,4.71,23,Medium,Clear,52.2,271.39
DL00700,O00700,D0167,9.78,27,Low,Clear,60.6,31.74
DL00701,O00701,D0402,4.64,20,High,Rainy,84.1,213.74
DL00702,O00702,D0201,5.93,24,Medium,Clear,64.7,27.23
DL00703,O00703,D0278,9.46,30,Low,Cloudy,69.2,52.05
DL00704,O00704,D0146,5.74,14,Low,Clear,40.5,19.91
DL00705,O00705,D0165,11.16,12,Medium,Rainy,78.2,67.27
DL00706,O00706,D0367,8.23,27,High,Clear,89.5,30.76
DL00707,O00707,D0161,11.59,17,High,Cloudy,85.7,152.51
DL00708,O00708,D0432,4.0,35,High,Cloudy,83.8,27.13
DL00709,O00709,D0237,10.03,41,Medium,Clear,100.2,40.08
DL00710,O00710,D0048,5.39,22,High,Rainy,81.6,131.37
DL00711,O00711,D0386,5.94,19,Medium,Clear,52.9,200.65
DL00712,O00712,D0249,3.61,10,Medium,Clear,37.1,211.88
DL00713,O00713,D0026,2.8,20,Medium,Cloudy,49.4,136.28
DL00714,O00714,D0145,13.34,14,Low,Clear,66.9,78.17
DL00715,O00715,D0260,14.25,10,Low,Cloudy,66.0,84.71
DL00716,O00716,D0009,6.51,10,High,Clear,56.8,41.75
DL00717,O00717,D0500,11.69,28,High,Clear,94.4,85.27
DL00718,O00718,D0266,12.25,14,Low,Cloudy,66.9,33.27
DL00719,O00719,D0241,2.99,21,Medium,Clear,55.9,74.28
DL00720,O00720,D0325,14.15,37,High,Clear,109.1,80.57
DL00721,O00721,D0422,12.31,32,Low,Clear,77.5,82.82
DL00722,O00722,D0305,12.05,14,High,Clear,84.3,137.51
DL00723,O00723,D0040,13.94,32,High,Clear,117.7,126.7
DL00724,O00724,D0177,5.94,33,High,Rainy,96.7,85.18
DL00725,O00725,D0470,13.41,26,High,Cloudy,100.1,237.31
DL00726,O00726,D0489,14.97,13,High,Clear,95.5,55.44
DL00727,O00727,D0019,4.24,26,High,Clear,64.7,16.9
DL00728,O00728,D0037,2.7,39,High,Clear,77.2,64.66
DL00729,O00729,D0225,2.52,34,Medium,Cloudy,62.1,37.28
DL00730,O00730,D0305,6.28,26,Low,Rainy,69.6,61.03
DL00731,O00731,D0242,12.32,23,Medium,Rainy,98.8,88.17
DL00732,O00732,D0390,11.51,32,High,Cloudy,95.9,99.08
DL00733,O00733,D0320,3.76,33,High,Clear,81.6,33.07
DL00734,O00734,D0407,8.49,26,Medium,Clear,71.6,37.77
DL00735,O00735,D0462,6.06,26,Medium,Clear,59.6,115.71
DL00736,O00736,D0031,12.65,23,High,Clear,89.7,20.31
DL00737,O00737,D0053,12.26,24,Low,Clear,68.1,146.56
DL00738,O00738,D0033,12.34,28,Low,Clear,73.4,36.76
DL00739,O00739,D0017,8.35,14,Low,Rainy,50.9,263.16
DL00740,O00740,D0065,12.3,26,High,Cloudy,87.9,282.66
DL00741,O00741,D0255,11.27,42,Low,Clear,81.2,88.57
DL00742,O00742,D0460,8.35,15,Low,Clear,48.0,90.17
DL00743,O00743,D0067,11.82,34,Low,Cloudy,93.6,138.0
DL00744,O00744,D0173,6.28,26,Medium,Clear,63.6,33.9
DL00745,O00745,D0228,11.92,42,High,Clear,106.4,133.41
DL00746,O00746,D0088,9.73,20,Medium,Clear,63.4,104.29
DL00747,O00747,D0233,13.07,42,Low,Clear,92.3,214.54
DL00748,O00748,D0240,13.49,37,Medium,Clear,93.8,18.13
DL00749,O00749,D0206,6.44,14,Medium,Clear,60.1,183.22
DL00750,O00750,D0037,5.03,30,Medium,Clear,63.5,79.54
DL00751,O00751,D0348,4.92,39,High,Clear,82.1,235.84
DL00752,O00752,D0283,5.57,35,Medium,Clear,74.1,28.38
DL00753,O00753,D0148,1.71,12,Medium,Cloudy,41.8,19.47
DL00754,O00754,D0463,14.04,30,Low,Cloudy,74.4,181.23
DL00755,O00755,D0426,2.74,21,Medium,Cloudy,54.0,127.38
DL00756,O00756,D0409,13.29,16,Low,Cloudy,73.3,198.04
DL00757,O00757,D0108,7.83,35,Medium,Clear,78.3,70.82
DL00758,O00758,D0070,13.6,22,Medium,Clear,84.8,159.32
DL00759,O00759,D0179,14.06,23,Low,Rainy,94.4,171.1
DL00760,O00760,D0110,12.5,34,High,Rainy,117.3,125.65
DL00761,O00761,D0462,6.7,26,Medium,Clear,74.0,5.46
DL00762,O00762,D0167,6.77,25,High,Rainy,94.7,22.37
DL00763,O00763,D0377,14.53,37,Medium,Rainy,110.9,89.68
DL00764,O00764,D0362,5.71,27,Low,Rainy,72.5,119.4
DL00765,O00765,D0030,6.76,13,Medium,Clear,52.4,183.59
DL00766,O00766,D0047,5.07,26,Low,Rainy,63.0,34.86
DL00767,O00767,D0175,8.19,42,High,Cloudy,105.8,133.91
DL00768,O00768,D0050,9.55,33,High,Clear,91.1,39.85
DL00769,O00769,D0284,10.28,28,Medium,Cloudy,80.8,88.45
DL00770,O00770,D0287,3.22,43,High,Clear,84.4,57.05
DL00771,O00771,D0201,5.85,39,Low,Clear,72.8,56.79
DL00772,O00772,D0252,14.94,40,Medium,Rainy,115.9,84.24
DL00773,O00773,D0304,2.0,11,Medium,Rainy,62.0,98.34
DL00774,O00774,D0194,6.21,24,Low,Rainy,64.3,40.25
DL00775,O00775,D0437,3.97,19,High,Rainy,74.7,106.05
DL00776,O00776,D0316,4.94,15,Medium,Cloudy,58.0,187.07
DL00777,O00777,D0047,7.54,42,Medium,Cloudy,87.1,58.92
DL00778,O00778,D0173,14.81,32,Medium,Rainy,117.4,202.58
DL00779,O00779,D0129,12.37,14,Low,Clear,58.4,14.89
DL00780,O00780,D0194,4.37,40,High,Rainy,99.0,163.08
DL00781,O00781,D0496,2.92,23,Medium,Clear,55.5,121.38
DL00782,O00782,D0119,9.49,15,Low,Rainy,68.8,60.89
DL00783,O00783,D0476,13.27,42,Low,Cloudy,96.1,9.0
DL00784,O00784,D0356,3.8,41,Low,Clear,58.1,55.89
DL00785,O00785,D0023,3.73,21,Low,Rainy,54.0,10.75
DL00786,O00786,D0404,10.58,31,Low,Cloudy,70.2,23.4
DL00787,O00787,D0417,5.16,23,High,Clear,52.8,69.71
DL00788,O00788,D0350,1.58,44,Medium,Clear,76.1,96.46
DL00789,O00789,D0230,5.23,33,Medium,Clear,67.5,17.67
DL00790,O00790,D0089,3.95,44,Low,Clear,64.7,8.27
DL00791,O00791,D0048,5.59,24,Low,Rainy,74.3,18.4
DL00792,O00792,D0400,12.4,22,Medium,Clear,75.4,175.17
DL00793,O00793,D0102,10.43,30,High,Cloudy,92.3,104.64
DL00794,O00794,D0495,4.92,12,Medium,Clear,47.6,36.75
DL00795,O00795,D0423,6.72,17,Low,Clear,44.0,176.15
DL00796,O00796,D0135,3.99,23,High,Clear,56.8,253.35
DL00797,O00797,D0318,8.75,19,Low,Clear,52.2,25.72
