payment_id,order_id,payment_method,payment_status,payment_amount
P00651,O00651,Credit Card,Completed,930.93
P00652,O00652,UPI,Completed,488.1
P00653,O00653,Credit Card,Completed,1725.08
P00654,O00654,Debit Card,Completed,185.44
P00655,O00655,UPI,Completed,776.28
P00656,O00656,Debit Card,Completed,1299.61
P00657,O00657,UPI,Completed,1834.87
P00658,O00658,Credit Card,Completed,1749.19
P00659,O00659,Debit Card,Completed,1800.86
P00660,O00660,Debit Card,Completed,219.42
P00661,O00661,UPI,Completed,1697.75
P00662,O00662,Credit Card,Completed,1581.83
P00663,O00663,Debit Card,Completed,1814.62
P00664,O00664,UPI,Completed,691.99
P00665,O00665,Cash,Completed,1832.35
P00666,O00666,Credit Card,Completed,865.02
P00667,O00667,Debit Card,Completed,1304.79
P00668,O00668,Debit Card,Completed,905.94
P00669,O00669,UPI,Completed,912.53
P00670,O00670,Cash,Completed,1138.61
P00671,O00671,Debit Card,Completed,776.26
P00672,O00672,UPI,Completed,1606.2
P00673,O00673,Debit Card,Completed,1303.91
P00674,O00674,UPI,Completed,1410.54
P00675,O00675,UPI,Failed,538.97
P00676,O00676,Debit Card,Completed,1942.19
P00677,O00677,UPI,Completed,1354.33
P00678,O00678,Debit Card,Refunded,474.67
P00679,O00679,UPI,Completed,1525.93
P00680,O00680,UPI,Completed,430.06
P00681,O00681,Debit Card,Completed,220.43
P00682,O00682,Debit Card,Completed,1102.35
P00683,O00683,Credit Card,Completed,1151.7
P00684,O00684,Cash,Completed,459.03
P00685,O00685,UPI,Completed,761.92
P00686,O00686,Debit Card,Completed,1896.96
P00687,O00687,UPI,Completed,641.51
P00688,O00688,Cash,Completed,395.58
P00689,O00689,UPI,Completed,1985.87
P00690,O00690,Cash,Completed,674.38
P00691,O00691,UPI,Completed,1392.48
P00692,O00692,UPI,Completed,539.96
P00693,O00693,UPI,Completed,1145.23
P00694,O00694,UPI,Completed,833.94
P00695,O00695,UPI,Completed,1927.0
P00696,O00696,Cash,Completed,922.33
P00697,O00697,Cash,Completed,1209.93
P00698,O00698,UPI,Completed,1895.06
P00699,O00699,UPI,Completed,1979.55
P00700,O00700,Credit Card,Completed,293.15
P00701,O00701,UPI,Refunded,1685.21
P00702,O00702,Credit Card,Completed,826.02
P00703,O00703,Cash,Completed,1230.17
P00704,O00704,Cash,Completed,812.59
P00705,O00705,Credit Card,Completed,862.12
P00706,O00706,Credit Card,Completed,401.83
P00707,O00707,Credit Card,Completed,1188.26
P00708,O00708,UPI,Completed,1138.76
P00709,O00709,Cash,Completed,459.78
P00710,O00710,Debit Card,Completed,1129.29
P00711,O00711,Debit Card,Completed,1948.89
P00712,O00712,Debit Card,Completed,1457.38
P00713,O00713,Cash,Completed,1013.87
P00714,O00714,Debit Card,Completed,1840.56
P00715,O00715,Credit Card,Completed,1193.1
P00716,O00716,Cash,Completed,356.59
P00717,O00717,Cash,Completed,1140.27
P00718,O00718,UPI,Completed,443.85
P00719,O00719,UPI,Completed,1558.26
P00720,O00720,UPI,Completed,1937.63
P00721,O00721,Debit Card,Completed,785.56
P00722,O00722,Debit Card,Completed,926.34
P00723,O00723,Credit Card,Completed,900.84
P00724,O00724,Debit Card,Completed,642.07
P00725,O00725,Debit Card,Completed,1608.94
P00726,O00726,UPI,Completed,1273.68
P00727,O00727,UPI,Completed,221.7
P00728,O00728,Credit Card,Completed,1693.73
P00729,O00729,Credit Card,Completed,455.47
P00730,O00730,Debit Card,Completed,1960.39
P00731,O00731,UPI,Refunded,815.66
P00732,O00732,Credit Card,Failed,1271.25
P00733,O00733,Credit Card,Completed,247.86
P00734,O00734,UPI,Completed,754.86
P00735,O00735,UPI,Completed,1624.47
P00736,O00736,Cash,Completed,1006.7
P00737,O00737,UPI,Completed,1818.75
P00738,O00738,UPI,Failed,1192.76
P00739,O00739,UPI,Completed,1864.29
P00740,O00740,Credit Card,Refunded,1966.96
P00741,O00741,Credit Card,Completed,962.4
P00742,O00742,Credit Card,Completed,1173.8
P00743,O00743,Debit Card,Completed,1686.35
P00744,O00744,Debit Card,Completed,520.91
P00745,O00745,Debit Card,Completed,1737.1
P00746,O00746,Credit Card,Completed,1224.65
P00747,O00747,Credit Card,Completed,1478.45
P00748,O00748,UPI,Completed,251.72
P00749,O00749,Credit Card,Completed,1555.76
P00750,O00750,UPI,Completed,690.5
P00751,O00751,Credit Card,Failed,1629.94
P00752,O00752,Cash,Completed,1067.39
P00753,O00753,Credit Card,Refunded,621.77
P00754,O00754,UPI,Completed,1910.24
P00755,O00755,UPI,Completed,1553.62
P00756,O00756,UPI,Completed,1972.8
P00757,O00757,Credit Card,Completed,792.49
P00758,O00758,UPI,Completed,1333.52
P00759,O00759,Credit Card,Completed,1262.02
P00760,O00760,UPI,Completed,1406.36
P00761,O00761,UPI,Completed,172.8
P00762,O00762,Credit Card,Completed,654.27
P00763,O00763,Cash,Completed,1827.74
P00764,O00764,UPI,Completed,905.26
P00765,O00765,Debit Card,Completed,1925.22
P00766,O00766,Credit Card,Completed,505.66
P00767,O00767,Debit Card,Completed,1995.11
P00768,O00768,Debit Card,Completed,1425.4
P00769,O00769,UPI,Completed,1575.15
P00770,O00770,Debit Card,Completed,854.04
P00771,O00771,Credit Card,Completed,1823.32
P00772,O00772,UPI,Failed,1136.38
P00773,O00773,Debit Card,Completed,1393.78
P00774,O00774,UPI,Completed,280.14
P00775,O00775,Debit Card,Completed,1300.19
P00776,O00776,UPI,Completed,1770.25
P00777,O00777,Debit Card,Completed,438.74
P00778,O00778,Cash,Completed,1501.68
P00779,O00779,Cash,Completed,148.26
P00780,O00780,UPI,Completed,1859.79
P00781,O00781,UPI,Completed,1967.54
P00782,O00782,UPI,Completed,772.94
P00783,O00783,UPI,Completed,303.44
P00784,O00784,UPI,Completed,1351.3
P00785,O00785,Credit Card,Completed,156.69
P00786,O00786,Cash,Completed,1016.72
P00787,O00787,Debit Card,Completed,616.38
P00788,O00788,UPI,Completed,999.34
P00789,O00789,Debit Card,Completed,134.72
P00790,O00790,Debit Card,Completed,198.06
P00791,O00791,Credit Card,Completed,130.35
P00792,O00792,UPI,Completed,1276.35
P00793,O00793,Credit Card,Completed,1164.18
P00794,O00794,UPI,Completed,543.0
P00795,O00795,UPI,Completed,1328.62
P00796,O00796,Debit Card,Completed,1779.99
P00797,O00797,UPI,Completed,626.91
P00798,O00798,Credit Card,Completed,1680.79
P00799,O00799,Credit Card,Completed,1358.77
P00800,O00800,UPI,Completed,164.26
P00801,O00801,UPI,Completed,812.78
P00802,O00802,UPI,Completed,1064.74
P00803,O00803,UPI,Completed,1490.23
P00804,O00804,Debit Card,Completed,645.55
P00805,O00805,Debit Card,Completed,1967.19
P00806,O00806,UPI,Completed,1400.63
P00807,O00807,UPI,Completed,808.35
P00808,O00808,UPI,Completed,284.35
P00809,O00809,UPI,Completed,444.6
P00810,O00810,Credit Card,Completed,1026.45
P00811,O00811,UPI,Completed,1039.92
P00812,O00812,Credit Card,Completed,1558.67
P00813,O00813,Credit Card,Completed,1479.74
P00814,O00814,UPI,Completed,482.42
P00815,O00815,Credit Card,Completed,1230.42
P00816,O00816,Credit Card,Completed,139.18
P00817,O00817,UPI,Completed,857.24
P00818,O00818,Credit Card,Completed,1551.8
P00819,O00819,UPI,Completed,859.07
P00820,O00820,UPI,Completed,1687.63
P00821,O00821,Credit Card,Completed,1954.7
P00822,O00822,UPI,Failed,1253.7
P00823,O00823,Debit Card,Completed,375.51
P00824,O00824,Credit Card,Refunded,821.39
P00825,O00825,UPI,Completed,118.02
P00826,O00826,UPI,Completed,1245.18
P00827,O00827,UPI,Completed,1660.98
P00828,O00828,UPI,Completed,1296.89
P00829,O00829,Debit Card,Completed,1593.56
P00830,O00830,Credit Card,Completed,1619.82
P00831,O00831,Credit Card,Completed,1716.92
P00832,O00832,UPI,Failed,606.66
P00833,O00833,Credit Card,Completed,1755.41
P00834,O00834,UPI,Completed,1342.78
P00835,O00835,UPI,Completed,650.48
P00836,O00836,Debit Card,Completed,1975.86
P00837,O00837,Cash,Completed,1905.35
P00838,O00838,Debit Card,Completed,1191.44
P00839,O00839,Cash,Completed,1702.1
P00840,O00840,Credit Card,Completed,596.84
P00841,O00841,Debit Card,Completed,890.47
P00842,O00842,Credit Card,Refunded,449.55
P00843,O00843,Debit Card,Completed,1088.2
P00844,O00844,UPI,Completed,1042.4
P00845,O00845,Credit Card,Completed,504.35
P00846,O00846,Credit Card,Completed,1378.32
P00847,O00847,Cash,Completed,323.8
P00848,O00848,UPI,Refunded,217.21
P00849,O00849,Cash,Completed,831.32
P00850,O00850,Cash,Completed,878.67
P00851,O00851,UPI,Completed,707.51
P00852,O00852,UPI,Completed,590.1
P00853,O00853,UPI,Completed,743.68
P00854,O00854,Credit Card,Completed,410.41
P00855,O00855,Credit Card,Completed,866.56
P00856,O00856,Cash,Completed,1818.75
P00857,O00857,UPI,Completed,526.41
P00858,O00858,UPI,Completed,1400.46
P00859,O00859,UPI,Completed,369.39
P00860,O00860,UPI,Completed,772.42
P00861,O00861,Debit Card,Completed,710.23
P00862,O00862,Credit Card,Completed,1880.36
P00863,O00863,Credit Card,Completed,913.17
P00864,O00864,UPI,Refunded,1411.89
P00865,O00865,Credit Card,Completed,1244.68
P00866,O00866,Cash,Completed,367.96
P00867,O00867,UPI,Completed,1885.13
P00868,O00868,UPI,Completed,757.15
P00869,O00869,UPI,Completed,185.04
P00870,O00870,Debit Card,Completed,670.84
P00871,O00871,UPI,Completed,737.7
P00872,O00872,Cash,Completed,276.22
P00873,O00873,UPI,Completed,1277.96
P00874,O00874,Credit Card,Completed,758.85
P00875,O00875,UPI,Completed,1295.36
P00876,O00876,Cash,Completed,112.81
P00877,O00877,UPI,Completed,1965.89
P00878,O00878,Cash,Completed,423.98
P00879,O00879,UPI,Completed,1352.73
P00880,O00880,Credit Card,Completed,1459.99
P00881,O00881,UPI,Completed,426.06
P00882,O00882,UPI,Completed,312.25
P00883,O00883,UPI,Completed,389.9
P00884,O00884,UPI,Completed,568.95
P00885,O00885,UPI,Refunded,419.64
P00886,O00886,UPI,Completed,1380.6
P00887,O00887,Credit Card,Completed,899.58
P00888,O00888,Debit Card,Completed,1121.8
P00889,O00889,Debit Card,Completed,189.94
P00890,O00890,Cash,Completed,1736.37
P00891,O00891,UPI,Completed,424.09
P00892,O00892,UPI,Completed,784.29
P00893,O00893,UPI,Completed,236.61
P00894,O00894,Credit Card,Completed,359.91
P00895,O00895,Credit Card,Completed,1365.02
P00896,O00896,Debit Card,Completed,1415.92
P00897,O00897,Credit Card,Completed,1386.23
P00898,O00898,Debit Card,Refunded,1149.06
P00899,O00899,Credit Card,Completed,1909.79
P00900,O00900,UPI,Failed,1063.64
P00901,O00901,Cash,Completed,953.88
P00902,O00902,Debit Card,Completed,570.34
P00903,O00903,UPI,Completed,287.81
P00904,O00904,Credit Card,Completed,1141.49
P00905,O00905,UPI,Refunded,698.29
P00906,O00906,UPI,Completed,1095.65
P00907,O00907,UPI,Completed,491.63
P00908,O00908,UPI,Failed,1692.53
P00909,O00909,UPI,Completed,1999.42
P00910,O00910,Debit Card,Completed,712.57
P00911,O00911,Credit Card,Completed,1700.42
P00912,O00912,UPI,Completed,1758.67
P00913,O00913,Credit Card,Failed,1992.54
P00914,O00914,UPI,Completed,751.17
P00915,O00915,UPI,Completed,1536.48
P00916,O00916,Credit Card,Completed,534.74
P00917,O00917,UPI,Completed,1287.11
P00918,O00918,Credit Card,Completed,1439.2
P00919,O00919,Debit Card,Completed,1508.13
P00920,O00920,UPI,Completed,493.63
P00921,O00921,UPI,Completed,1712.58
P00922,O00922,UPI,Completed,899.85
P00923,O00923,UPI,Completed,511.1
P00924,O00924,Credit Card,Completed,1130.81
P00925,O00925,Debit Card,Completed,1740.38
P00926,O00926,UPI,Completed,1937.47
P00927,O00927,Debit Card,Completed,1521.59
P00928,O00928,UPI,Completed,110.68
P00929,O00929,Credit Card,Completed,355.93
P00930,O00930,UPI,Completed,244.92
P00931,O00931,Debit Card,Completed,292.31
P00932,O00932,Debit Card,Completed,827.77
P00933,O00933,Cash,Completed,743.14
P00934,O00934,UPI,Completed,316.0
P00935,O00935,Credit Card,Refunded,1776.25
P00936,O00936,Debit Card,Completed,1269.31
P00937,O00937,Credit Card,Completed,1613.28
P00938,O00938,Debit Card,Completed,805.94
P00939,O00939,Credit Card,Failed,879.45
P00940,O00940,Debit Card,Completed,703.48
P00941,O00941,UPI,Completed,933.01
P00942,O00942,Credit Card,Completed,1259.72
P00943,O00943,UPI,Completed,1036.67
P00944,O00944,UPI,Completed,1692.04
P00945,O00945,Cash,Completed,1810.26
P00946,O00946,UPI,Completed,992.4
P00947,O00947,UPI,Completed,555.52
P00948,O00948,Credit Card,Completed,1895.87
P00949,O00949,UPI,Completed,1496.57
P00950,O00950,UPI,Completed,1316.24
P00951,O00951,Cash,Completed,1516.29
P00952,O00952,Cash,Completed,244.37
P00953,O00953,UPI,Completed,228.49
P00954,O00954,UPI,Completed,390.93
P00955,O00955,Debit Card,Completed,380.16
P00956,O00956,Cash,Refunded,899.27
P00957,O00957,UPI,Completed,399.07
P00958,O00958,Cash,Refunded,1723.6
P00959,O00959,UPI,Completed,1198.38
P00960,O00960,Debit Card,Completed,799.7
P00961,O00961,UPI,Completed,232.28
P00962,O00962,UPI,Completed,1222.95
P00963,O00963,UPI,Completed,321.41
P00964,O00964,Credit Card,Failed,1512.12
P00965,O00965,Cash,Completed,1625.24
P00966,O00966,Debit Card,Completed,1133.55
P00967,O00967,UPI,Completed,384.25
P00968,O00968,Credit Card,Completed,1595.04
P00969,O00969,Credit Card,Completed,684.87
P00970,O00970,UPI,Completed,523.04
P00971,O00971,Credit Card,Completed,994.06
P00972,O00972,Credit Card,Completed,1853.03
P00973,O00973,Cash,Completed,665.01
P00974,O00974,Debit Card,Completed,1820.6
P00975,O00975,UPI,Completed,201.94
P00976,O00976,Debit Card,Failed,258.7
P00977,O00977,UPI,Completed,1427.27
P00978,O00978,UPI,Completed,462.13
P00979,O00979,Credit Card,Completed,701.58
P00980,O00980,UPI,Completed,359.11
P00981,O00981,Credit Card,Completed,731.27
P00982,O00982,Cash,Completed,632.87
P00983,O00983,Credit Card,Completed,1499.04
P00984,O00984,Debit Card,Completed,1433.84
P00985,O00985,UPI,Refunded,1914.36
P00986,O00986,Cash,Completed,1476.4
P00987,O00987,Credit Card,Completed,1420.15
P00988,O00988,Credit Card,Completed,1418.99
P00989,O00989,Cash,Completed,1777.64
P00990,O00990,UPI,Completed,662.85
P00991,O00991,UPI,Completed,670.18
P00992,O00992,Credit Card,Completed,1508.31
P00993,O00993,UPI,Completed,534.54
P00994,O00994,UPI,Completed,1832.84
P00995,O00995,Credit Card,Completed,1116.09
P00996,O00996,UPI,Completed,670.24
P00997,O00997,Credit Card,Completed,1574.59
P00998,O00998,UPI,Refunded,693.41
P00999,O00999,Debit Card,Completed,1930.23
P01000,O01000,UPI,Completed,1967.68
P01001,O01001,Credit Card,Failed,1366.91
P01002,O01002,Credit Card,Completed,315.9
P01003,O01003,UPI,Completed,600.1
P01004,O01004,Credit Card,Completed,1079.29
P01005,O01005,Debit Card,Completed,1717.75
P01006,O01006,Debit Card,Completed,451.28
P01007,O01007,UPI,Completed,298.37
P01008,O01008,Credit Card,Completed,241.51
P01009,O01009,Credit Card,Failed,1063.24
P01010,O01010,Debit Card,Completed,1780.93
P01011,O01011,UPI,Completed,180.48
P01012,O01012,UPI,Completed,503.41
P01013,O01013,UPI,Completed,1417.19
P01014,O01014,Debit Card,Completed,1669.14
P01015,O01015,UPI,Completed,1634.06
P01016,O01016,UPI,Completed,1591.63
P01017,O01017,Cash,Completed,346.62
P01018,O01018,Cash,Failed,854.75
P01019,O01019,Credit Card,Completed,1971.01
P01020,O01020,Cash,Completed,1978.89
P01021,O01021,UPI,Refunded,1244.61
P01022,O01022,UPI,Completed,1447.61
P01023,O01023,Debit Card,Completed,1907.44
P01024,O01024,Credit Card,Completed,954.86
P01025,O01025,UPI,Completed,360.05
P01026,O01026,Cash,Completed,1371.0
P01027,O01027,UPI,Completed,1924.19
P01028,O01028,Debit Card,Completed,1424.69
P01029,O01029,UPI,Completed,1626.31
P01030,O01030,Debit Card,Completed,903.22
P01031,O01031,UPI,Completed,283.28
P01032,O01032,UPI,Completed,420.88
P01033,O01033,Credit Card,Completed,1967.04
P01034,O01034,UPI,Completed,1037.05
P01035,O01035,UPI,Completed,122.84
P01036,O01036,Debit Card,Failed,1915.2
P01037,O01037,UPI,Completed,1045.78
P01038,O01038,UPI,Completed,1688.91
P01039,O01039,Credit Card,Completed,1142.07
P01040,O01040,Credit Card,Completed,293.23
P01041,O01041,Debit Card,Completed,1269.58
P01042,O01042,Cash,Completed,1995.06
P01043,O01043,Debit Card,Failed,166.0
P01044,O01044,Debit Card,Completed,1699.41
P01045,O01045,UPI,Completed,547.41
P01046,O01046,UPI,Completed,848.35
P01047,O01047,Debit Card,Completed,808.15
P01048,O01048,UPI,Failed,1807.71
P01049,O01049,UPI,Completed,1058.52
P01050,O01050,UPI,Failed,949.63
P01051,O01051,UPI,Completed,1654.25
P01052,O01052,Credit Card,Failed,192.92
P01053,O01053,Debit Card,Completed,264.27
P01054,O01054,Credit Card,Completed,141.21
P01055,O01055,UPI,Refunded,1407.17
P01056,O01056,UPI,Completed,1098.67
P01057,O01057,Debit Card,Completed,1764.44
P01058,O01058,Cash,Completed,1047.21
P01059,O01059,UPI,Completed,521.46
P01060,O01060,UPI,Completed,1629.78
P01061,O01061,Cash,Completed,659.22
P01062,O01062,Debit Card,Completed,1877.81
P01063,O01063,UPI,Completed,575.81
P01064,O01064,Credit Card,Completed,418.67
P01065,O01065,Credit Card,Completed,1037.32
P01066,O01066,UPI,Completed,195.98
P01067,O01067,UPI,Completed,169.18
P01068,O01068,UPI,Completed,1042.43
P01069,O01069,UPI,Completed,508.7
P01070,O01070,UPI,Completed,117.77
P01071,O01071,Credit Card,Completed,662.51
P01072,O01072,UPI,Completed,1007.0
P01073,O01073,Credit Card,Completed,849.15
P01074,O01074,Credit Card,Completed,357.39
P01075,O01075,UPI,Failed,1201.38
P01076,O01076,Debit Card,Completed,1449.63
P01077,O01077,Credit Card,Completed,1383.52
P01078,O01078,UPI,Completed,848.15
P01079,O01079,UPI,Completed,361.43
P01080,O01080,Debit Card,Completed,1049.02
P01081,O01081,Cash,Completed,1791.82
P01082,O01082,Debit Card,Completed,990.57
P01083,O01083,Debit Card,Completed,471.79
P01084,O01084,Cash,Refunded,276.8
P01085,O01085,Credit Card,Completed,1893.46
P01086,O01086,UPI,Completed,1511.72
P01087,O01087,Debit Card,Completed,694.64
P01088,O01088,UPI,Completed,661.17
P01089,O01089,UPI,Completed,1800.92
P01090,O01090,Credit Card,Completed,437.38
P01091,O01091,UPI,Completed,1116.57
P01092,O01092,Credit Card,Failed,1455.66
P01093,O01093,UPI,Completed,853.14
P01094,O01094,UPI,Completed,175.81
P01095,O01095,UPI,Completed,532.74
P01096,O01096,Debit Card,Failed,1813.44
P01097,O01097,UPI,Completed,1093.93
P01098,O01098,UPI,Completed,1649.34
P01099,O01099,Cash,Completed,1155.8
P01100,O01100,UPI,Completed,1892.84
P01101,O01101,UPI,Completed,1827.35
P01102,O01102,Credit Card,Completed,1017.49
P01103,O01103,UPI,Completed,704.72
P01104,O01104,UPI,Completed,1243.17
P01105,O01105,UPI,Completed,1382.29
P01106,O01106,UPI,Completed,1046.87
P01107,O01107,Credit Card,Completed,1662.34
P01108,O01108,Credit Card,Completed,448.32
P01109,O01109,Cash,Completed,735.38
P01110,O01110,Cash,Completed,1404.12
P01111,O01111,UPI,Completed,568.7
P01112,O01112,Debit Card,Completed,935.71
P01113,O01113,Cash,Completed,1931.09
P01114,O01114,Credit Card,Completed,1289.16
P01115,O01115,Debit Card,Completed,1903.21
P01116,O01116,Cash,Completed,1472.64
P01117,O01117,UPI,Completed,1476.87
P01118,O01118,Cash,Completed,1224.53
P01119,O01119,Debit Card,Completed,370.2
P01120,O01120,UPI,Completed,1087.46
P01121,O01121,UPI,Completed,580.07
P01122,O01122,Credit Card,Completed,1997.48
P01123,O01123,Debit Card,Completed,607.23
P01124,O01124,Credit Card,Completed,538.3
P01125,O01125,UPI,Completed,1285.38
P01126,O01126,Debit Card,Completed,1070.8
P01127,O01127,Credit Card,Completed,140.57
P01128,O01128,Credit Card,Completed,346.11
P01129,O01129,UPI,Completed,1640.98
P01130,O01130,UPI,Completed,1019.01
P01131,O01131,Credit Card,Completed,377.43
P01132,O01132,UPI,Completed,983.96
P01133,O01133,UPI,Completed,580.98
P01134,O01134,UPI,Completed,524.82
P01135,O01135,Credit Card,Completed,1919.68
P01136,O01136,Cash,Failed,787.85
P01137,O01137,Cash,Completed,188.22
P01138,O01138,Credit Card,Failed,1943.62
P01139,O01139,Credit Card,Completed,1610.2
P01140,O01140,UPI,Completed,583.39
P01141,O01141,UPI,Completed,876.89
P01142,O01142,Credit Card,Completed,1738.35
P01143,O01143,Credit Card,Completed,779.09
P01144,O01144,UPI,Completed,1178.07
P01145,O01145,Credit Card,Completed,1116.23
P01146,O01146,Debit Card,Completed,862.46
P01147,O01147,Debit Card,Completed,1315.05
P01148,O01148,UPI,Completed,999.25
P01149,O01149,Credit Card,Completed,140.34
P01150,O01150,UPI,Completed,1647.33
P01151,O01151,UPI,Completed,315.0
P01152,O01152,Cash,Completed,981.77
P01153,O01153,UPI,Completed,1201.81
P01154,O01154,UPI,Completed,1440.46
P01155,O01155,Cash,Completed,880.51
P01156,O01156,Debit Card,Completed,1497.54
P01157,O01157,Credit Card,Completed,349.57
P01158,O01158,UPI,Completed,1341.55
P01159,O01159,Cash,Completed,1670.04
P01160,O01160,UPI,Completed,1789.94
P01161,O01161,Cash,Completed,1201.18
P01162,O01162,UPI,Completed,694.5
P01163,O01163,Credit Card,Completed,410.38
